# package	band	names-added	claimed-names-exercised
libvirt-lock-sanlock	unpinnable	1	8
libvirt-nss	moderate	12	10
libvirt-wireshark	free	0	3
libvisio	unpinnable	1	9
libvisual	unpinnable	4	19
libvma	unpinnable	12	38
libvma-utils	unpinnable	5	24
libvmem	unpinnable	2	21
libvmem-debug	unpinnable	4	22
libvmmalloc	unpinnable	2	20
libvmmalloc-debug	unpinnable	4	21
libvncserver	unpinnable	2	32
libvoikko	unpinnable	1	17
libvorbis	moderate	17	14
libvpx	expensive	38	11
libwacom	moderate	14	9
libwayland-client	unpinnable	3	17
libwayland-cursor	unpinnable	1	13
libwayland-egl	cheap	1	2
libwayland-server	unpinnable	7	18
libwbclient	unpinnable	1	12
libwebp	unpinnable	1	10
libwebp-tools	unpinnable	2	16
libwinpr	unpinnable	10	39
libwmf	unpinnable	2	21
libwmf-lite	unpinnable	2	15
libwnck3	unpinnable	2	5
libwnck3-devel	unpinnable	4	3
libwpd	moderate	9	6
libwpe	unpinnable	1	8
libwpg	cheap	4	5
libwps	expensive	23	8
libwsman1	unpinnable	2	23
libxcb	expensive	33	12
libxcrypt	unpinnable	1	10
libxdp	unpinnable	1	12
libxkbcommon	unpinnable	1	18
libxkbcommon-x11	moderate	7	6
libxkbfile	unpinnable	1	20
libxklavier	unpinnable	4	15
libxml2	unpinnable	6	32
libxmlb	cheap	2	5
libxshmfence	unpinnable	2	4
libxslt	unpinnable	2	13
libyami	unpinnable	3	16
libyaml	cheap	4	13
libyang	unpinnable	3	32
libzhuyin	unpinnable	1	16
libzip	expensive	25	19
libzip-tools	expensive	23	16
libzmf	moderate	9	7
libzstd	unpinnable	1	12
linuxconsoletools	expensive	35	15
linuxdoc-tools	expensive	22	24
linuxptp	unpinnable	2	28
lksctp-tools	unpinnable	1	24
lld	cheap	4	6
lld-libs	moderate	19	12
lldb	unpinnable	8	32
lldpad	unpinnable	1	33
lldpd	unpinnable	4	26
llvm	unpinnable	8	39
llvm-compat-devel	expensive	32	14
llvm-compat-libs	unpinnable	12	35
llvm-devel	expensive	32	14
llvm-libs	unpinnable	7	34
llvm-test	unpinnable	7	24
lm_sensors	unpinnable	5	13
lm_sensors-libs	unpinnable	3	18
lm_sensors-sensord	expensive	22	15
lmdb	moderate	13	14
lmdb-libs	unpinnable	1	14
lockdev	expensive	29	12
logrotate	project	88	26
lpsolve	unpinnable	3	26
lrzsz	unpinnable	3	27
lshw	unpinnable	4	24
lshw-gui	unpinnable	4	20
lsof	unpinnable	1	26
lsscsi	expensive	30	22
ltrace	unpinnable	4	28
lttng-ust	unpinnable	5	22
lua	expensive	25	21
lua-expat	cheap	1	2
lua-filesystem	moderate	12	11
lua-guestfs	unpinnable	3	25
lua-libs	unpinnable	3	24
lua-lpeg	moderate	11	4
lua-posix	unpinnable	2	21
lua-socket	expensive	36	11
luksmeta	moderate	8	10
lvm2	unpinnable	7	35
lvm2-libs	unpinnable	7	34
lvm2-lockd	unpinnable	1	33
lynx	unpinnable	7	37
lz4	moderate	20	30
lz4-libs	cheap	1	7
lzo	cheap	1	5
lzo-minilzo	cheap	1	5
lzop	expensive	32	26
m17n-lib	unpinnable	5	24
m4	unpinnable	3	27
mailman	moderate	14	11
mailx	unpinnable	4	36
make	unpinnable	3	35
make43	unpinnable	3	36
malaga	moderate	13	14
man-db	unpinnable	13	36
mariadb	unpinnable	3	38
mariadb-backup	unpinnable	14	47
mariadb-connector-c	unpinnable	3	26
mariadb-connector-c-devel	moderate	10	7
mariadb-connector-odbc	unpinnable	3	20
mariadb-embedded	unpinnable	7	43
mariadb-gssapi-server	cheap	3	6
mariadb-oqgraph-engine	unpinnable	1	10
mariadb-pam	unpinnable	1	16
mariadb-server	unpinnable	15	48
mariadb-server-utils	unpinnable	3	33
mariadb-test	unpinnable	10	45
marisa	moderate	8	10
matchbox-window-manager	expensive	32	20
mc	unpinnable	7	34
mcelog	project	86	29
mcpp	cheap	1	1
mcstrans	unpinnable	1	21
mdadm	unpinnable	2	38
mdevctl	unpinnable	3	18
meanwhile	moderate	12	10
mecab	unpinnable	4	14
memcached	unpinnable	1	29
memkind	unpinnable	2	21
memstrack	unpinnable	3	21
mercurial	unpinnable	1	21
mercurial-chg	project	53	23
mesa-dri-drivers	unpinnable	9	45
mesa-libEGL	unpinnable	4	21
mesa-libGL	unpinnable	3	19
mesa-libGLU	unpinnable	1	13
mesa-libGLw	cheap	2	2
mesa-libOSMesa	unpinnable	9	43
mesa-libgbm	unpinnable	1	16
mesa-libglapi	unpinnable	2	7
mesa-libxatracker	unpinnable	7	38
mesa-vdpau-drivers	unpinnable	7	40
mesa-vulkan-drivers	unpinnable	8	41
metacity	unpinnable	4	21
metis	unpinnable	4	22
microdnf	moderate	7	8
mingw-binutils-generic	project	84	33
mingw32-binutils	unpinnable	3	40
mingw32-cpp	unpinnable	4	35
mingw32-gcc	unpinnable	6	38
mingw32-gcc-c++	unpinnable	4	35
mingw32-pkg-config	moderate	10	18
mingw64-binutils	unpinnable	3	40
mingw64-cpp	unpinnable	4	35
mingw64-gcc	unpinnable	6	38
mingw64-gcc-c++	unpinnable	4	35
mingw64-pkg-config	moderate	10	18
minicom	unpinnable	6	30
mksh	unpinnable	2	17
mlocate	unpinnable	5	26
mod_auth_gssapi	unpinnable	3	23
mod_auth_mellon	moderate	8	10
mod_auth_mellon-diagnostics	moderate	10	10
mod_auth_openidc	unpinnable	1	11
mod_authnz_pam	cheap	1	4
mod_dav_svn	moderate	9	6
mod_fcgid	expensive	34	11
mod_http2	moderate	8	11
mod_intercept_form_submit	cheap	3	6
mod_ldap	moderate	9	6
mod_lookup_identity	cheap	4	4
mod_md	moderate	16	15
mod_proxy_html	moderate	6	8
mod_security	unpinnable	1	24
mod_security-mlogc	moderate	7	12
mod_session	cheap	3	9
mod_ssl	unpinnable	1	12
mokutil	unpinnable	2	19
motif	unpinnable	6	35
motif-devel	cheap	2	2
mousetweaks	unpinnable	4	7
mozjs52	unpinnable	4	36
mozjs52-devel	unpinnable	4	39
mozjs60	unpinnable	4	34
mpdecimal	unpinnable	1	14
mpdecimal++	cheap	5	6
mpfr	unpinnable	3	16
mpg123	unpinnable	1	30
mpg123-libs	unpinnable	2	26
mpg123-plugins-pulseaudio	unpinnable	1	8
mpich	unpinnable	6	33
mpitests-mpich	unpinnable	2	27
mpitests-mvapich2	unpinnable	2	25
mpitests-mvapich2-psm2	unpinnable	2	27
mpitests-openmpi	unpinnable	2	27
mrtg	expensive	28	13
mstflint	unpinnable	4	40
mt-st	expensive	25	20
mtdev	cheap	4	5
mtdev-devel	cheap	2	6
mtools	unpinnable	3	36
mtr	project	79	24
mtr-gtk	project	72	22
mtx	moderate	11	17
munge	unpinnable	1	25
munge-libs	unpinnable	1	16
mutt	unpinnable	10	39
mutter	unpinnable	5	29
mvapich2	unpinnable	9	39
mvapich2-psm2	unpinnable	7	38
mysql	unpinnable	1	37
mysql-libs	unpinnable	2	28
mysql-server	unpinnable	15	50
mysql-test	unpinnable	6	39
mythes	unpinnable	1	14
nano	unpinnable	4	35
nasm	project	52	30
nautilus	unpinnable	6	13
nautilus-extensions	free	0	2
nautilus-sendto	unpinnable	4	4
nbdfuse	moderate	12	12
nbdkit-basic-filters	project	60	29
nbdkit-basic-plugins	unpinnable	3	29
nbdkit-curl-plugin	expensive	22	17
nbdkit-example-plugins	moderate	8	8
nbdkit-gzip-filter	moderate	16	13
nbdkit-gzip-plugin	free	0	4
nbdkit-linuxdisk-plugin	expensive	23	16
nbdkit-nbd-plugin	expensive	26	12
nbdkit-python-plugin	moderate	14	15
nbdkit-server	unpinnable	2	25
nbdkit-ssh-plugin	moderate	12	10
nbdkit-tar-filter	moderate	20	14
nbdkit-tar-plugin	moderate	19	13
nbdkit-tmpdisk-plugin	expensive	22	16
nbdkit-vddk-plugin	expensive	30	18
nbdkit-xz-filter	moderate	12	12
ncompress	moderate	17	22
ncurses	unpinnable	4	33
ncurses-c++-libs	cheap	3	4
ncurses-compat-libs	unpinnable	3	31
ncurses-libs	unpinnable	3	31
ndctl	unpinnable	3	30
ndctl-libs	unpinnable	1	15
neon	unpinnable	4	23
net-snmp	unpinnable	2	20
net-snmp-agent-libs	unpinnable	2	31
net-snmp-libs	unpinnable	2	33
net-snmp-perl	unpinnable	1	14
net-snmp-utils	unpinnable	6	24
net-tools	unpinnable	8	30
netavark	unpinnable	12	20
netcf	moderate	15	17
netcf-libs	unpinnable	2	21
netlabel_tools	moderate	17	11
netpbm	unpinnable	3	30
netpbm-progs	unpinnable	4	41
nettle	unpinnable	1	12
network-manager-applet	unpinnable	6	13
network-scripts	moderate	13	15
newt	unpinnable	3	22
nfs-utils	unpinnable	15	40
nfs4-acl-tools	expensive	26	22
nftables	unpinnable	3	27
nghttp2	project	88	28
nginx	unpinnable	9	22
nginx-mod-http-image-filter	free	0	3
nginx-mod-http-perl	cheap	1	6
nginx-mod-http-xslt-filter	cheap	2	6
nginx-mod-mail	cheap	2	8
nginx-mod-stream	moderate	8	13
ninja-build	project	62	25
nispor	unpinnable	8	18
nkf	expensive	21	14
nm-connection-editor	unpinnable	5	9
nmap	unpinnable	3	35
nmap-ncat	unpinnable	3	32
nmstate	unpinnable	9	19
nmstate-libs	unpinnable	8	16
nodejs	cheap	1	0
nodejs-libs	unpinnable	31	51
npth	expensive	40	7
nscd	unpinnable	12	30
nspr	unpinnable	8	27
nss	unpinnable	2	19
nss-altfiles	cheap	2	1
nss-pam-ldapd	unpinnable	1	26
nss-softokn	unpinnable	2	26
nss-softokn-freebl	unpinnable	1	19
nss-sysinit	moderate	6	8
nss-tools	unpinnable	3	30
nss-util	moderate	15	21
nss_db	moderate	16	8
nss_hesiod	expensive	21	9
nss_nis	expensive	24	13
nss_wrapper-libs	unpinnable	1	20
ntsysv	unpinnable	3	20
numactl	expensive	48	31
numactl-libs	unpinnable	3	22
numad	unpinnable	1	25
numatop	unpinnable	2	20
nvme-cli	project	87	30
ocaml	unpinnable	6	44
ocaml-camlp4-devel	unpinnable	3	27
ocaml-cppo	unpinnable	3	27
ocaml-extlib	free	0	1
ocaml-findlib	unpinnable	3	28
ocaml-hivex	free	0	7
ocaml-labltk	cheap	3	6
ocaml-libguestfs	unpinnable	1	10
ocaml-libnbd	unpinnable	1	6
ocaml-ocamlbuild	unpinnable	3	27
ocaml-ocamldoc	unpinnable	3	27
ocaml-runtime	unpinnable	4	35
oci-seccomp-bpf-hook	unpinnable	6	17
oci-systemd-hook	unpinnable	1	16
oci-umount	unpinnable	2	20
ocl-icd	unpinnable	1	12
oddjob	unpinnable	1	22
oddjob-mkhomedir	unpinnable	2	22
omping	expensive	39	12
oniguruma	unpinnable	1	13
opa-address-resolution	unpinnable	5	29
opa-basic-tools	unpinnable	4	29
opa-fastfabric	unpinnable	5	40
opa-fm	unpinnable	6	38
opa-libopamgt	unpinnable	5	23
open-vm-tools	unpinnable	21	43
open-vm-tools-desktop	project	56	26
open-vm-tools-sdmp	cheap	2	10
openal-soft	unpinnable	1	31
openal-soft-devel	expensive	27	15
openblas	unpinnable	2	15
openblas-Rblas	unpinnable	2	15
openblas-openmp	unpinnable	2	15
openblas-openmp64	unpinnable	2	15
openblas-openmp64_	unpinnable	2	15
openblas-serial64	unpinnable	2	15
openblas-serial64_	unpinnable	2	15
openblas-threads	unpinnable	2	16
openblas-threads64	unpinnable	2	16
openblas-threads64_	unpinnable	2	16
openchange	unpinnable	3	26
opencryptoki	unpinnable	5	38
opencryptoki-icsftok	unpinnable	4	32
opencryptoki-libs	unpinnable	4	28
opencryptoki-swtok	unpinnable	2	27
opencryptoki-tpmtok	unpinnable	2	28
opencv	expensive	37	12
opencv-contrib	unpinnable	2	22
opencv-core	unpinnable	2	34
opendnssec	unpinnable	3	34
openhpi	unpinnable	2	34
openhpi-libs	unpinnable	1	24
openjade	expensive	25	11
openjpeg2	unpinnable	1	15
openjpeg2-tools	expensive	31	22
openldap	unpinnable	3	25
openldap-clients	expensive	36	25
openldap-servers	unpinnable	6	34
openmpi	unpinnable	12	42
openmpi-devel	unpinnable	1	17
opensc	unpinnable	2	36
openscap	unpinnable	6	39
openscap-engine-sce	unpinnable	3	21
openscap-python3	cheap	4	13
openscap-scanner	moderate	18	18
openslp	unpinnable	1	20
opensm	unpinnable	1	32
opensm-libs	unpinnable	2	21
opensp	unpinnable	2	20
openssh	unpinnable	5	37
openssh-askpass	unpinnable	1	3
openssh-cavs	unpinnable	2	25
openssh-clients	unpinnable	4	35
openssh-keycat	unpinnable	4	26
openssh-ldap	unpinnable	2	28
openssh-server	unpinnable	9	37
openssl	unpinnable	1	27
openssl-ibmpkcs11	moderate	6	4
openssl-libs	unpinnable	4	35
openssl-pkcs11	unpinnable	1	12
openwsman-client	cheap	2	7
openwsman-python3	unpinnable	1	13
openwsman-server	unpinnable	1	27
opus	moderate	10	8
orc	unpinnable	2	23
orc-compiler	moderate	10	14
os-prober	unpinnable	1	5
osbuild-composer-core	unpinnable	8	27
osbuild-composer-worker	unpinnable	8	28
osinfo-db-tools	unpinnable	4	2
ostree	unpinnable	4	30
ostree-libs	unpinnable	6	27
p11-kit	unpinnable	3	28
p11-kit-server	unpinnable	2	28
p11-kit-trust	unpinnable	2	24
pacemaker-cluster-libs	unpinnable	1	11
pacemaker-libs	unpinnable	4	37
pakchois	unpinnable	1	5
pam	unpinnable	22	37
pam_cifscreds	moderate	10	8
pam_ssh_agent_auth	unpinnable	3	31
pam_wrapper	unpinnable	1	19
pandoc	unpinnable	15	38
pango	moderate	17	18
pangomm	free	0	3
papi	expensive	21	23
papi-libs	unpinnable	2	27
papi-testsuite	unpinnable	2	35
paps	moderate	13	12
paps-libs	cheap	2	2
parted	unpinnable	10	32
passwd	unpinnable	3	9
patch	unpinnable	1	32
patchutils	expensive	42	29
pavucontrol	unpinnable	4	9
pcaudiolib	cheap	4	8
pciutils	moderate	19	14
pciutils-libs	unpinnable	3	25
pcm	unpinnable	1	23
pcp	unpinnable	12	41
pcp-devel	unpinnable	2	20
pcp-export-zabbix-agent	unpinnable	1	7
pcp-gui	unpinnable	3	25
pcp-import-collectl2pcp	unpinnable	1	16
pcp-libs	unpinnable	7	41
pcp-pmda-apache	unpinnable	1	5
pcp-pmda-bash	moderate	12	13
pcp-pmda-cifs	cheap	5	9
pcp-pmda-cisco	unpinnable	2	23
pcp-pmda-denki	moderate	6	6
pcp-pmda-dm	unpinnable	1	13
pcp-pmda-docker	unpinnable	1	7
pcp-pmda-gfs2	unpinnable	1	17
pcp-pmda-hacluster	moderate	13	11
pcp-pmda-infiniband	unpinnable	1	10
pcp-pmda-logger	unpinnable	1	17
pcp-pmda-lustrecomm	unpinnable	1	12
pcp-pmda-mailq	unpinnable	1	8
pcp-pmda-mounts	moderate	9	10
pcp-pmda-nvidia-gpu	unpinnable	1	7
pcp-pmda-perfevent	unpinnable	5	30
pcp-pmda-podman	unpinnable	1	11
pcp-pmda-roomtemp	unpinnable	1	13
pcp-pmda-sendmail	unpinnable	1	15
pcp-pmda-shping	unpinnable	3	16
pcp-pmda-smart	moderate	8	5
pcp-pmda-sockets	unpinnable	1	14
pcp-pmda-statsd	unpinnable	1	20
pcp-pmda-summary	unpinnable	2	12
pcp-pmda-systemd	unpinnable	1	10
pcp-pmda-trace	unpinnable	1	15
pcp-pmda-weblog	unpinnable	3	24
pcp-system-tools	unpinnable	4	32
pcp-testsuite	unpinnable	7	40
pcre	moderate	11	13
pcre-cpp	unpinnable	2	8
pcre-utf16	moderate	10	9
pcre-utf32	moderate	10	8
pcre2	moderate	13	10
pcre2-tools	expensive	31	26
pcre2-utf16	moderate	10	10
pcre2-utf32	moderate	10	9
pcsc-lite	project	67	29
pcsc-lite-ccid	unpinnable	3	25
pcsc-lite-devel	unpinnable	1	7
pcsc-lite-libs	unpinnable	1	17
perf	unpinnable	17	47
perftest	project	69	26
peripety	unpinnable	4	19
perl-B	cheap	1	4
perl-Bit-Vector	cheap	2	6
perl-Class-XSAccessor	moderate	8	7
perl-Clone	cheap	1	1
perl-Compress-Bzip2	cheap	1	4
perl-Compress-Raw-Bzip2	cheap	4	3
perl-Compress-Raw-Lzma	cheap	1	4
perl-Compress-Raw-Zlib	cheap	4	6
perl-Crypt-OpenSSL-Bignum	cheap	1	2
perl-Crypt-OpenSSL-RSA	cheap	1	2
perl-Crypt-OpenSSL-Random	cheap	1	2
perl-DBD-MySQL	unpinnable	1	10
perl-DBD-Pg	moderate	11	9
perl-DBD-SQLite	cheap	5	6
perl-DBI	moderate	12	10
perl-DB_File	cheap	2	2
perl-Data-Dumper	cheap	4	5
perl-Data-UUID	moderate	16	12
perl-DateTime	cheap	1	1
perl-Devel-CallChecker	free	0	1
perl-Devel-Caller	cheap	1	1
perl-Devel-LexAlias	cheap	1	2
perl-Devel-PPPort	moderate	6	6
perl-Devel-Peek	cheap	1	1
perl-Devel-Size	cheap	1	2
perl-Digest-CRC	free	0	2
perl-Digest-MD5	free	0	3
perl-Digest-SHA	free	0	5
perl-Digest-SHA1	free	0	4
perl-Encode	cheap	2	5
perl-Encode-Detect	free	0	4
perl-FCGI	unpinnable	1	16
perl-Fcntl	free	0	1
perl-File-DosGlob	free	0	1
perl-Filter	unpinnable	2	6
perl-GDBM_File	free	0	4
perl-GSSAPI	cheap	1	4
perl-HTML-Parser	cheap	2	6
perl-Hash-Util	free	0	2
perl-Hash-Util-FieldHash	free	0	2
perl-I18N-Langinfo	free	0	3
perl-IO	cheap	4	3
perl-IO-Tty	unpinnable	1	8
perl-IPC-SysV	cheap	5	5
perl-JSON-XS	moderate	6	6
perl-List-MoreUtils-XS	cheap	1	3
perl-Locale-gettext	unpinnable	5	2
perl-MIME-Base64	cheap	1	2
perl-Math-BigInt-FastCalc	free	0	2
perl-Mozilla-LDAP	moderate	7	6
perl-NDBM_File	free	0	3
perl-NKF	unpinnable	1	10
perl-Net-SSLeay	unpinnable	1	11
perl-NetAddr-IP	cheap	3	2
perl-ODBM_File	cheap	1	6
perl-Opcode	free	0	4
perl-PCP-LogImport	free	0	1
perl-PCP-MMV	cheap	2	7
perl-PCP-PMDA	unpinnable	1	16
perl-POSIX	project	115	7
perl-Package-Stash-XS	cheap	1	3
perl-PadWalker	cheap	2	3
perl-Params-Classify	free	0	4
perl-Params-Util	cheap	1	3
perl-Params-Validate	cheap	1	3
perl-PathTools	moderate	6	6
perl-Perl-Destruct-Level	cheap	1	1
perl-PerlIO-utf8_strict	cheap	3	3
perl-Ref-Util-XS	free	0	1
perl-Scalar-List-Utils	cheap	1	3
perl-Socket	moderate	6	4
perl-Socket6	moderate	10	5
perl-Storable	cheap	1	5
perl-String-CRC32	cheap	1	2
perl-Sub-Identify	cheap	1	2
perl-Sub-Name	cheap	3	3
perl-Sys-CPU	moderate	7	4
perl-Sys-Guestfs	cheap	2	5
perl-Sys-Hostname	cheap	1	2
perl-Sys-MemInfo	cheap	3	3
perl-Sys-Syslog	cheap	5	2
perl-Sys-Virt	cheap	3	7
perl-Taint-Runtime	cheap	1	1
perl-TermReadKey	moderate	9	5
perl-Test-Taint	cheap	1	1
perl-Text-CharWidth	cheap	4	3
perl-Text-Soundex	cheap	2	2
perl-Time-HiRes	moderate	12	6
perl-Time-Piece	moderate	6	8
perl-Tk	unpinnable	1	19
perl-Unicode-Collate	cheap	1	3
perl-Unicode-LineBreak	moderate	6	6
perl-Unicode-Normalize	cheap	1	4
perl-Unicode-UTF8	free	0	2
perl-Unix-Syslog	cheap	5	2
perl-Variable-Magic	cheap	4	5
perl-XML-LibXML	unpinnable	1	9
perl-XML-Parser	cheap	2	5
perl-YAML-LibYAML	moderate	9	14
perl-YAML-Syck	unpinnable	1	18
perl-hivex	cheap	1	6
perl-interpreter	cheap	2	2
perl-ldns	cheap	2	5
perl-libintl-perl	unpinnable	5	1
perl-libs	unpinnable	26	36
perl-mro	cheap	1	2
perl-threads	expensive	21	7
perl-threads-shared	moderate	11	4
perl-version	cheap	4	3
pesign	unpinnable	5	24
pg_repack	unpinnable	3	25
pgaudit	cheap	1	5
php	unpinnable	8	37
php-bcmath	unpinnable	1	6
php-cli	unpinnable	9	39
php-common	unpinnable	10	23
php-dba	moderate	6	7
php-dbg	unpinnable	9	38
php-embedded	unpinnable	8	38
php-enchant	free	0	4
php-ffi	moderate	11	9
php-fpm	unpinnable	12	38
php-gd	cheap	2	9
php-gmp	cheap	2	2
php-intl	moderate	10	10
php-json	cheap	2	6
php-ldap	cheap	1	5
php-mbstring	moderate	9	9
php-mysqlnd	moderate	15	10
php-odbc	cheap	5	8
php-opcache	unpinnable	5	27
php-pdo	cheap	3	9
php-pecl-apcu	expensive	26	15
php-pecl-rrd	cheap	1	5
php-pecl-xdebug	unpinnable	1	25
php-pecl-xdebug3	unpinnable	1	27
php-pecl-zip	moderate	7	8
php-pgsql	moderate	10	7
php-process	expensive	44	8
php-recode	free	0	4
php-snmp	moderate	6	10
php-soap	moderate	19	15
php-xml	cheap	4	12
php-xmlrpc	unpinnable	3	8
pidgin	unpinnable	5	25
pigz	project	55	24
pinentry	unpinnable	3	28
pinentry-emacs	unpinnable	3	26
pinentry-gnome3	unpinnable	3	28
pinentry-gtk	unpinnable	3	28
pinfo	unpinnable	3	26
pipewire	moderate	19	21
pipewire-libs	unpinnable	8	29
pipewire-utils	expensive	32	24
pipewire0.2-libs	unpinnable	9	24
pixman	unpinnable	1	12
pkgconf	moderate	8	13
platform-python	cheap	2	2
platform-python-coverage	unpinnable	1	4
platform-python-debug	unpinnable	26	48
plotutils	unpinnable	3	30
plymouth	expensive	37	18
plymouth-core-libs	unpinnable	4	25
plymouth-devel	cheap	3	6
plymouth-graphics-libs	expensive	24	19
plymouth-plugin-fade-throbber	moderate	7	5
plymouth-plugin-label	cheap	2	3
plymouth-plugin-script	moderate	17	10
plymouth-plugin-space-flares	moderate	12	6
plymouth-plugin-throbgress	moderate	7	5
plymouth-plugin-two-step	unpinnable	1	7
pmdk-convert	unpinnable	3	32
pmempool	unpinnable	1	31
pmix	unpinnable	4	35
pnm2ppa	expensive	29	18
podman	unpinnable	9	31
podman-gvproxy	unpinnable	3	11
podman-plugins	unpinnable	3	10
podman-remote	unpinnable	9	30
policycoreutils	unpinnable	3	23
policycoreutils-devel	unpinnable	1	19
policycoreutils-newrole	unpinnable	5	18
policycoreutils-restorecond	unpinnable	3	16
policycoreutils-sandbox	unpinnable	3	16
polkit	unpinnable	9	20
polkit-libs	moderate	20	15
polkit-pkla-compat	unpinnable	2	5
poppler	unpinnable	3	29
poppler-cpp	unpinnable	3	11
poppler-glib	unpinnable	1	14
poppler-qt5	unpinnable	1	10
poppler-utils	expensive	37	21
popt	unpinnable	8	21
portreserve	expensive	29	16
postfix	unpinnable	5	29
postfix-cdb	cheap	3	5
postfix-ldap	moderate	7	5
postfix-mysql	cheap	2	3
postfix-pcre	cheap	2	4
postfix-pgsql	cheap	1	3
postfix-sqlite	free	0	3
postgres-decoderbufs	cheap	1	4
postgresql	unpinnable	6	34
postgresql-contrib	unpinnable	6	34
postgresql-docs	cheap	1	3
postgresql-odbc	expensive	39	18
postgresql-plperl	cheap	3	5
postgresql-plpython3	unpinnable	2	7
postgresql-pltcl	cheap	1	4
postgresql-private-libs	unpinnable	6	25
postgresql-server	unpinnable	17	37
postgresql-server-devel	unpinnable	5	29
postgresql-test	moderate	9	6
postgresql-upgrade	unpinnable	13	36
postgresql-upgrade-devel	project	67	26
potrace	expensive	22	22
powertop	unpinnable	4	30
ppp	unpinnable	5	40
pptp	unpinnable	1	22
prefixdevname	unpinnable	3	19
procmail	project	77	25
procps-ng	unpinnable	5	39
protobuf	unpinnable	1	14
protobuf-c	cheap	1	9
protobuf-c-compiler	moderate	15	7
protobuf-compiler	expensive	23	15
protobuf-lite	unpinnable	1	12
psacct	unpinnable	1	21
psmisc	unpinnable	4	30
pstoedit	unpinnable	3	21
ptscotch-mpich	unpinnable	3	29
ptscotch-openmpi	unpinnable	3	29
pulseaudio	unpinnable	8	25
pulseaudio-libs	unpinnable	14	34
pulseaudio-libs-glib2	cheap	1	2
pulseaudio-module-bluetooth	unpinnable	1	6
pulseaudio-module-x11	cheap	4	5
pulseaudio-utils	unpinnable	4	13
purple-sipe	unpinnable	5	13
pygobject2	moderate	6	6
pygtk2	unpinnable	1	8
python2	cheap	1	1
python2-Cython	cheap	1	4
python2-bson	moderate	8	8
python2-cairo	cheap	1	4
python2-coverage	unpinnable	1	4
python2-debug	unpinnable	23	44
python2-libs	unpinnable	23	44
python2-lxml	cheap	4	10
python2-markupsafe	free	0	2
python2-numpy	unpinnable	3	27
python2-psycopg2	moderate	18	11
python2-psycopg2-debug	moderate	18	11
python2-pymongo	cheap	4	5
python2-pyyaml	cheap	1	4
python2-scipy	unpinnable	3	26
python2-sqlalchemy	cheap	1	2
python2-test	unpinnable	1	9
python2-tkinter	unpinnable	1	7
python3-Cython	cheap	1	4
python3-abrt	free	0	2
python3-audit	moderate	7	14
python3-babeltrace	unpinnable	1	13
python3-brlapi	cheap	5	5
python3-brotli	cheap	2	8
python3-bson	moderate	8	8
python3-cairo	cheap	1	4
python3-cffi	unpinnable	1	17
python3-createrepo_c	cheap	3	4
python3-cryptography	cheap	1	6
python3-cups	unpinnable	4	20
python3-dbus	unpinnable	1	6
python3-dmidecode	unpinnable	1	23
python3-ethtool	unpinnable	1	11
python3-evdev	unpinnable	1	8
python3-freeradius	unpinnable	1	5
python3-gevent	cheap	3	6
python3-gobject	free	0	2
python3-gobject-base	cheap	4	8
python3-gpg	unpinnable	1	14
python3-greenlet	free	0	3
python3-gssapi	cheap	2	5
python3-hawkey	unpinnable	1	10
python3-hivex	cheap	1	7
python3-iscsi-initiator-utils	cheap	3	4
python3-kmod	free	0	2
python3-lasso	unpinnable	1	4
python3-ldap	cheap	2	5
python3-ldb	unpinnable	1	8
python3-ldns	moderate	8	16
python3-libcomps	cheap	1	8
python3-libdnf	moderate	9	14
python3-libguestfs	cheap	5	6
python3-libipa_hbac	cheap	2	4
python3-libmount	unpinnable	1	12
python3-libnbd	unpinnable	1	6
python3-libnl3	unpinnable	2	11
python3-libpfm	unpinnable	1	11
python3-librepo	cheap	1	7
python3-libreport	cheap	1	3
python3-libs	unpinnable	26	49
python3-libselinux	unpinnable	2	20
python3-libsemanage	cheap	4	11
python3-libsss_nss_idmap	cheap	1	4
python3-libstoragemgmt	free	0	3
python3-libuser	unpinnable	1	3
python3-libvirt	cheap	4	8
python3-libxml2	unpinnable	1	8
python3-lxml	cheap	4	9
python3-markupsafe	free	0	2
python3-mod_wsgi	unpinnable	1	17
python3-netifaces	moderate	12	9
python3-newt	free	0	3
python3-numpy	unpinnable	3	27
python3-openipmi	unpinnable	1	14
python3-pcp	unpinnable	1	9
python3-perf	unpinnable	6	29
python3-pillow	unpinnable	1	17
python3-pillow-tk	cheap	2	2
python3-psutil	unpinnable	3	9
python3-psycopg2	moderate	18	11
python3-pwquality	free	0	3
python3-pycurl	unpinnable	1	6
python3-pymongo	cheap	4	5
python3-pyodbc	moderate	13	7
python3-pyparted	cheap	4	5
python3-pyqt5-sip	unpinnable	2	6
python3-pyverbs	moderate	10	12
python3-pyxattr	moderate	13	5
python3-pyyaml	cheap	1	3
python3-qt5	cheap	2	5
python3-qt5-base	unpinnable	3	18
python3-reportlab	unpinnable	2	16
python3-rpm	unpinnable	1	8
python3-rrdtool	cheap	4	6
python3-samba	unpinnable	3	18
python3-samba-dc	cheap	1	3
python3-sanlock	cheap	1	6
python3-schedutils	unpinnable	1	4
python3-scipy	unpinnable	3	27
python3-setools	cheap	5	6
python3-solv	moderate	10	21
python3-sqlalchemy	cheap	1	2
python3-sss	unpinnable	4	14
python3-sss-murmur	free	0	2
python3-subscription-manager-rhsm	cheap	1	6
python3-subversion	cheap	2	9
